Project,Project Name,Description,Project ID,Work Category Description,Sdescrip,Slineid,Svoltage,Span Start,Span End,Division Description,Division Code,SRA LRA,Complete Date Plan (PI),Complete Date Plan (Trim),Complete Date Forecast (PI),Start Date Actual (PI),Complete Date Actual (PI),Start Date Actual (Trim),Complete Date Forecast (Trim),Complete Date Actual (Trim),Cycle Name,DT Start Date,DT End Date,Project Category,Dist / Trans,Project Year,LRA Mi,SRA Mi,Actual PI,Forecast PI,Actual Trim,Totalmiles,Text Description,Bnerc,Voltage List,Bmajortransferpath,bMajorTransferPath
CR-MI Pittsburg Eastshore,CR-TJ Martin,CR-Metcalf-El Patio,135579,System Maintenence,HICKS-METCALF,20062,230,007/033,009/040A,San Jose,SJ,,2/6/2016,4/6/2016,2/6/2016,,,,4/6/2016 0:00:00,,,,,RS,T,2016,0,0,0,20,0,0,,1,"115,230,NERC",0,0
CR-MI Tesla Newark,CR-Metcalf-El Patio,CR-Metcalf-El Patio,133109,System Maintenence,IBM Bailey 115kv Tap,10176A,115,000/001A,IBM/SUB,San Jose,SJ,S,2/27/2016,4/27/2016,2/27/2016,,,,4/27/2016 0:00:00,,,,,RS,T,2016,60.84000015,0,0,50,0,60,,1,"115,230,NERC",0,0
CR-MI Tesla Newark,CR-Metcalf-El Patio,CR-Metcalf-El Patio,133109,System Maintenence,IBM Harry RD #1 115kv Tap,10177A,115,IBM/SUB,003/018,San Jose,SJ,S,2/27/2016,4/27/2016,2/27/2016,,,,4/27/2016 0:00:00,,,,,RS,T,2016,60.84000015,0,0,50,0,60,,1,"115,230,NERC",0,0
CR-MI Tesla Newark,CR-Metcalf-El Patio,CR-Metcalf-El Patio,133109,System Maintenence,IBM Harry RD #2 115kv Tap,10175A,115,IBM/SUB,003/017d,San Jose,SJ,S,2/27/2016,4/27/2016,2/27/2016,,,,4/27/2016 0:00:00,,,,,RS,T,2016,60.84000015,0,0,50,0,60,,1,"115,230,NERC",0,0
CR-North Valley LOP,CR-Metcalf-El Patio,CR-Metcalf-El Patio,133109,System Maintenence,Metcalf-Edenvale #1,10175,115,003/017,003/017E,San Jose,SJ,S,2/27/2016,4/27/2016,2/27/2016,,,,4/27/2016 0:00:00,,,,,RS,T,2016,60.84000015,0,0,50,0,60,,1,"115,230,NERC",0,0
CR-North Valley LOP,CR-Metcalf-El Patio,CR-Metcalf-El Patio,133109,System Maintenence,Metcalf-Edenvale #1,10175,115,MET/SUB,EDN/SUB,San Jose,SJ,S,2/27/2016,4/27/2016,2/27/2016,,,,4/27/2016 0:00:00,,,,,RS,T,2016,60.84000015,0,0,50,0,60,,1,"115,230,NERC",0,0
CR-North Valley LOP,CR-Metcalf-El Patio,CR-Metcalf-El Patio,133109,System Maintenence,Metcalf-Edenvale #2,10176,115,003/018B,003/017E,San Jose,SJ,S,2/27/2016,4/27/2016,2/27/2016,,,,4/27/2016 0:00:00,,,,,RS,T,2016,60.84000015,0,0,50,0,60,,1,"115,230,NERC",0,0
CR-North Valley LOP,CR-Metcalf-El Patio,CR-Metcalf-El Patio,133109,System Maintenence,Metcalf-Edenvale #2,10176,115,MET/SUB,EDN/SUB,San Jose,SJ,S,2/27/2016,4/27/2016,2/27/2016,,,,4/27/2016 0:00:00,,,,,RS,T,2016,60.84000015,0,0,50,0,60,,1,"115,230,NERC",0,0
CR-S Fork Feather,CR-Metcalf-El Patio,CR-Metcalf-El Patio,133109,System Maintenence,Metcalf-El Patio #1,10177,115,MET/SUB,007/034,San Jose,SJ,S,2/27/2016,4/27/2016,2/27/2016,,,,4/27/2016 0:00:00,,,,,RS,T,2016,60.84000015,0,0,50,0,60,,1,"115,230,NERC",0,0
Trinity-Maple Creek-Big Bar,CR-Metcalf-El Patio,CR-Metcalf-El Patio,133109,System Maintenence,Metcalf-Hicks #1,10182,115,005/027,001/011,San Jose,SJ,S,2/27/2016,4/27/2016,2/27/2016,,,,4/27/2016 0:00:00,,,,,RS,T,2016,60.84000015,0,0,50,0,60,,1,"115,230,NERC",0,0
Wintu 60kv Tap,CR-Metcalf-El Patio,CR-Metcalf-El Patio,133109,System Maintenence,Metcalf-Hicks #1,10182,115,003/017E,007/037,San Jose,SJ,S,2/27/2016,4/27/2016,2/27/2016,,,,4/27/2016 0:00:00,,,,,RS,T,2016,60.84000015,0,0,50,0,60,,1,"115,230,NERC",0,0
CR-SFPUC 230 kV,CR-Metcalf - Monta Vista,CR-Metcalf-MontaVista 230kV,134879,System Maintenence,Monta Vista-Coyote SW ST 230,20193,230,COY/SWT,MVI/SUB,San Jose,SJ,S,5/5/2016,7/5/2016,5/5/2016,,,,7/5/2016 0:00:00,,,,,RS,T,2016,0,22.64999962,0,65,0,23,,1,"230,NERC",0,0
Elk Creek 60kv Tap-1,CR-Metcalf - Monta Vista,CR-Metcalf-MontaVista 230kV,134879,System Maintenence,Metcalf-Monta Vista #3,20174,230,MET/SUB,MVI/SUB,San Jose,SJ,S,5/5/2016,7/5/2016,5/5/2016,,,,7/5/2016 0:00:00,,,,,RS,T,2016,0,22.64999962,0,65,0,23,,1,"230,NERC",0,0
Haas-McCall-1-Low,CR-Metcalf - Monta Vista,CR-Metcalf-MontaVista 230kV,134879,System Maintenence,Coyote SW ST-Metcalf 230,20192,230,MET/SUB,COY/SWT,San Jose,SJ,S,5/5/2016,7/5/2016,5/5/2016,,,,7/5/2016 0:00:00,,,,,RS,T,2016,0,22.64999962,0,65,0,23,,1,"230,NERC",0,0
CR-Aerial Patrol,CR-MI Castro Valley Newark,CR-MI Castro Valley Newark,136351,System Maintenence,TASSAJARA-NEWARK,20165,230,011/054,024/109,Mission,MI,S,3/2/2016,5/9/2016,3/2/2016,,,,5/9/2016 0:00:00,,,,,RS,T,2016,0,26.60000038,0,20,0,26.60000038,,1,"230,NERC",0,0
CR-Los Banos-Panoche,CR-MI Castro Valley Newark,CR-MI Castro Valley Newark,136351,System Maintenence,SAN RAMON-MORAGA,20139,230,008/038,007/032,Mission,MI,S,3/2/2016,5/9/2016,3/2/2016,,,,5/9/2016 0:00:00,,,,,RS,T,2016,0,26.60000038,0,20,0,26.60000038,,1,"230,NERC",0,0
CR-McCall-Kingsburg,CR-MI Castro Valley Newark,CR-MI Castro Valley Newark,136351,System Maintenence,CASTRO VALLEY-NEWARK,20014,230,001/008,014/070,Mission,MI,S,3/2/2016,5/9/2016,3/2/2016,,,,5/9/2016 0:00:00,,,,,RS,T,2016,0,26.60000038,0,20,0,26.60000038,,1,"230,NERC",0,0
California Ave - Kearney,CR-MI Contra Cost Livermore,CR-MI Contra Cost Livermore,133836,System Maintenence,CONTRA COSTA-LAS POSITAS,20020,230,015/101,Las/Sub,Mission,MI,S,2/3/2016,3/31/2016,2/3/2016,,,,3/31/2016 0:00:00,,,,,RS,T,2016,0,19.70000076,0,35,0,15.55000019,,1,"230,NERC",0,0
CR-Aerial Patrol NERC 1,CR-MI Contra Cost Livermore,CR-MI Contra Cost Livermore,133836,System Maintenence,North Dublin - Vinyard 230kv,20198,230,017/112,026/151,Mission,MI,S,2/3/2016,3/31/2016,2/3/2016,,,,3/31/2016 0:00:00,,,,,RS,T,2016,0,19.70000076,0,35,0,15.55000019,,1,"230,NERC",0,0
CR-Aerial Patrol-South,CR-MI Contra Cost Livermore,CR-MI Contra Cost Livermore,133836,System Maintenence,Lone Tree-Cayetano,20219,230,015/101,017/111,Mission,MI,S,2/3/2016,3/31/2016,2/3/2016,,,,3/31/2016 0:00:00,,,,,RS,T,2016,0,19.70000076,0,35,0,15.55000019,,1,"230,NERC",0,0
Fulton-Calistoga (Sonoma),CR-MI Contra Cost Livermore,CR-MI Contra Cost Livermore,133836,System Maintenence,LAS POSITAS-NEWARK,20069,230,Las/Sub,002/022,Mission,MI,S,2/3/2016,3/31/2016,2/3/2016,,,,3/31/2016 0:00:00,,,,,RS,T,2016,0,19.70000076,0,35,0,15.55000019,,1,"230,NERC",0,0
CR-CHOWCHILLA-KERKOFF,CR-MI East Alameda,CR-MI East Alameda,135706,Local Maintenance,VASCO-HERDLYN,60226,60,010/184,Her/Sub,Mission,MI,S,7/23/2016,9/3/2016,7/23/2016,,,,9/3/2016 0:00:00,,,,,RT,T,2016,0,24.70000076,0,50,0,36.79999924,,0,60,0,0
CR-CHOWCHILLA-KERKOFF,CR-MI East Alameda,CR-MI East Alameda,135706,Local Maintenance,VASCO-HERDLYN,60226,60,Vas/Sub,001/036,Mission,MI,S,7/23/2016,9/3/2016,7/23/2016,,,,9/3/2016 0:00:00,,,,,RT,T,2016,0,24.70000076,0,50,0,36.79999924,,0,60,0,0
Exchequer-Yosemite-60/70kv,CR-MI East Alameda,CR-MI East Alameda,135706,Local Maintenance,Wind Farms,60239,60,001/031,002/037,Mission,MI,S,7/23/2016,9/3/2016,7/23/2016,,,,9/3/2016 0:00:00,,,,,RT,T,2016,0,24.70000076,0,50,0,36.79999924,,0,60,0,0
Fort Bragg-Elk,CR-MI East Alameda,CR-MI East Alameda,135706,Local Maintenance,LAS POSITAS-VASCO,60132,60,Las/Sub,Vas/Sub,Mission,MI,S,7/23/2016,9/3/2016,7/23/2016,,,,9/3/2016 0:00:00,,,,,RT,T,2016,0,24.70000076,0,50,0,36.79999924,,0,60,0,0
Fulton Jct.-Fulton #2 (Sonoma),CR-MI East Alameda,CR-MI East Alameda,135706,Local Maintenance,LIVERMORE-LAS POSITAS,60136,60,Liv/Sub,Las/Sub,Mission,MI,S,7/23/2016,9/3/2016,7/23/2016,,,,9/3/2016 0:00:00,,,,,RT,T,2016,0,24.70000076,0,50,0,36.79999924,,0,60,0,0
CR-McCall-Kingsburg,CR-MI Moraga Castro Valley,CR-MI Moraga Castro Valley,134975,System Maintenence,CASTRO VALLEY-NEWARK,20014,230,001/008,Cas/Sub,Mission,MI,S,2/13/2016,4/21/2016,2/13/2016,,,,4/21/2016 0:00:00,,,,,RS,T,2016,0,18.93000031,0,25,0,18.93000031,,1,"230,NERC",0,0
CR-Rio Oso Nicolaus,CR-MI Moraga Castro Valley,CR-MI Moraga Castro Valley,134975,System Maintenence,MORAGA-CASTRO VALLEY,20097,230,005/024,Cas/Sub,Mission,MI,S,2/13/2016,4/21/2016,2/13/2016,,,,4/21/2016 0:00:00,,,,,RS,T,2016,0,18.93000031,0,25,0,18.93000031,,1,"230,NERC",0,0
Manteca #1,CR-MI Moraga Castro Valley,CR-MI Moraga Castro Valley,134975,System Maintenence,SAN RAMON-MORAGA,20139,230,008/038,016/073,Mission,MI,S,2/13/2016,4/21/2016,2/13/2016,,,,4/21/2016 0:00:00,,,,,RS,T,2016,0,18.93000031,0,25,0,18.93000031,,1,"230,NERC",0,0
CR-Aerial Patrol NERC 1,CR-MI Moraga Oakport,CR-MI Moraga Oakport,133938,System Maintenence,OAKLAND J-GRANT,10244,115,005/046,Oak/subJ,Mission,MI,S,8/20/2016,9/26/2016,8/20/2016,,,,9/26/2016 0:00:00,,,,,RS,T,2016,0,35.02999878,0,250,0,60.24000168,,0,115,0,0
CR-Delevan TM Vaca,CR-MI Moraga Oakport,CR-MI Moraga Oakport,133938,System Maintenence,Moraga-San Leandro #3,10207,115,003/030,San/sub,Mission,MI,S,8/20/2016,9/26/2016,8/20/2016,,,,9/26/2016 0:00:00,,,,,RS,T,2016,0,35.02999878,0,250,0,60.24000168,,0,115,0,0
CR-Monta Vista-San Jose,CR-MI Moraga Oakport,CR-MI Moraga Oakport,133938,System Maintenence,SAN LEANDRO-OAKLAND J #1,10286,115,San/sub,Oak/subJ,Mission,MI,S,8/20/2016,9/26/2016,8/20/2016,,,,9/26/2016 0:00:00,,,,,RS,T,2016,0,35.02999878,0,250,0,60.24000168,,0,115,0,0
CR-Poe Cresta RO,CR-MI Moraga Oakport,CR-MI Moraga Oakport,133938,System Maintenence,MORAGA-OAKLAND J,10204,115,003/030,Oak/SubJ,Mission,MI,S,8/20/2016,9/26/2016,8/20/2016,,,,9/26/2016 0:00:00,,,,,RS,T,2016,0,35.02999878,0,250,0,60.24000168,,0,115,0,0
CR-Poe Cresta RO,CR-MI Moraga Oakport,CR-MI Moraga Oakport,133938,System Maintenence,Moraga-San Leandro #1,10205,115,003/030,San/sub,Mission,MI,S,8/20/2016,9/26/2016,8/20/2016,,,,9/26/2016 0:00:00,,,,,RS,T,2016,0,35.02999878,0,250,0,60.24000168,,0,115,0,0
CR-Poe Cresta RO,CR-MI Moraga Oakport,CR-MI Moraga Oakport,133938,System Maintenence,Moraga-San Leandro #2,10206,115,003/030,San/sub,Mission,MI,S,8/20/2016,9/26/2016,8/20/2016,,,,9/26/2016 0:00:00,,,,,RS,T,2016,0,35.02999878,0,250,0,60.24000168,,0,115,0,0
CR-Rices Xing-Colgate- NERC,CR-MI Moraga Oakport,CR-MI Moraga Oakport,133938,System Maintenence,Owens Brockway 115Kv Tap,10244A,115,Oak/subJ,Owe/Sub,Mission,MI,S,8/20/2016,9/26/2016,8/20/2016,,,,9/26/2016 0:00:00,,,,,RS,T,2016,0,35.02999878,0,250,0,60.24000168,,0,115,0,0
Midway-Whirlwind,CR-MI Moraga Oakport,CR-MI Moraga Oakport,133938,System Maintenence,Edes Tap #2 115kv,10244B,115,004/050,Ede/sub,Mission,MI,S,8/20/2016,9/26/2016,8/20/2016,,,,9/26/2016 0:00:00,,,,,RS,T,2016,0,35.02999878,0,250,0,60.24000168,,0,115,0,0
Tejon-Lebec,CR-MI Moraga Oakport,CR-MI Moraga Oakport,133938,System Maintenence,Edes Tap #1 115kv,10286A,115,004/050,Ede/Sub,Mission,MI,S,8/20/2016,9/26/2016,8/20/2016,,,,9/26/2016 0:00:00,,,,,RS,T,2016,0,35.02999878,0,250,0,60.24000168,,0,115,0,0
Calvo 60kv Tap,CR-MI Newark Fremont Jarvis,CR-MI Newark Fremont Jarvis,136160,System Maintenence,Sunol Tap,60164A,60,093/607A,Sun/Sub,Mission,MI,S,4/28/2016,9/30/2016,4/28/2016,,,,9/30/2016 0:00:00,,,,,RS,T,2016,0,56.20000076,0,150,0,66.16999817,,0,"60,115",0,0
CR-Aerial Patrol,CR-MI Newark Fremont Jarvis,CR-MI Newark Fremont Jarvis,136160,System Maintenence,Stanislaus-Newark #1,10319,115,098/648,008/059,Mission,MI,S,4/28/2016,9/30/2016,4/28/2016,,,,9/30/2016 0:00:00,,,,,RS,T,2016,0,56.20000076,0,150,0,66.16999817,,0,"60,115",0,0
CR-Aerial Patrol,CR-MI Newark Fremont Jarvis,CR-MI Newark Fremont Jarvis,136160,System Maintenence,Stanislaus-Newark #2,10320,115,098/648,084/548,Mission,MI,S,4/28/2016,9/30/2016,4/28/2016,,,,9/30/2016 0:00:00,,,,,RS,T,2016,0,56.20000076,0,150,0,66.16999817,,0,"60,115",0,0
CR-Aerial Patrol NERC 1,CR-MI Newark Fremont Jarvis,CR-MI Newark Fremont Jarvis,136160,System Maintenence,Newark-Jarvis #2,10231,115,005/039,Jar/Sub,Mission,MI,S,4/28/2016,9/30/2016,4/28/2016,,,,9/30/2016 0:00:00,,,,,RS,T,2016,0,56.20000076,0,150,0,66.16999817,,0,"60,115",0,0
CR-Aerial Patrol NERC 1,CR-MI Newark Fremont Jarvis,CR-MI Newark Fremont Jarvis,136160,System Maintenence,NEWARK-VALLECITOS,60164,60,New/Sub,008/148,Mission,MI,S,4/28/2016,9/30/2016,4/28/2016,,,,9/30/2016 0:00:00,,,,,RS,T,2016,0,56.20000076,0,150,0,66.16999817,,0,"60,115",0,0
CR-Putah Creek-NON-NERC,CR-MI Newark Fremont Jarvis,CR-MI Newark Fremont Jarvis,136160,System Maintenence,Newark-Decoto,60162,60,100/635,005/047,Mission,MI,S,4/28/2016,9/30/2016,4/28/2016,,,,9/30/2016 0:00:00,,,,,RS,T,2016,0,56.20000076,0,150,0,66.16999817,,0,"60,115",0,0
CR-Putah Creek-NON-NERC,CR-MI Newark Fremont Jarvis,CR-MI Newark Fremont Jarvis,136160,System Maintenence,Newark-Fremont #1,10228,115,New/Sub,Fre/Sub,Mission,MI,S,4/28/2016,9/30/2016,4/28/2016,,,,9/30/2016 0:00:00,,,,,RS,T,2016,0,56.20000076,0,150,0,66.16999817,,0,"60,115",0,0
CR-Putah Creek-NON-NERC,CR-MI Newark Fremont Jarvis,CR-MI Newark Fremont Jarvis,136160,System Maintenence,Newark-Fremont #2,10229,115,New/Sub,Fre/Sub,Mission,MI,S,4/28/2016,9/30/2016,4/28/2016,,,,9/30/2016 0:00:00,,,,,RS,T,2016,0,56.20000076,0,150,0,66.16999817,,0,"60,115",0,0
CR-Putah Creek-NON-NERC,CR-MI Newark Fremont Jarvis,CR-MI Newark Fremont Jarvis,136160,System Maintenence,Newark-Jarvis #1,10230,115,005/039,Jar/Sub,Mission,MI,S,4/28/2016,9/30/2016,4/28/2016,,,,9/30/2016 0:00:00,,,,,RS,T,2016,0,56.20000076,0,150,0,66.16999817,,0,"60,115",0,0
Fulton Jct.-Fulton #2 (Napa),CR-MI Newark Fremont Jarvis,CR-MI Newark Fremont Jarvis,136160,System Maintenence,Jarvis-Cryogenics,10111,115,Jar/Sub,Cry/Sub,Mission,MI,S,4/28/2016,9/30/2016,4/28/2016,,,,9/30/2016 0:00:00,,,,,RS,T,2016,0,56.20000076,0,150,0,66.16999817,,0,"60,115",0,0
Kearney - Biola,CR-MI Newark Fremont Jarvis,CR-MI Newark Fremont Jarvis,136160,System Maintenence,Decoto 60kv Tap,60162A,60,000/001,005/047,Mission,MI,S,4/28/2016,9/30/2016,4/28/2016,,,,9/30/2016 0:00:00,,,,,RS,T,2016,0,56.20000076,0,150,0,66.16999817,,0,"60,115",0,0
CR Johnson Corridor,CR-MI Oakland Newark,CR-MI Oakland Newark,133474,System Maintenence,GRANT-EASTSHORE,10086,115,Gra/Sub,Eas/Sub,Mission,MI,S,12/23/2015,1/31/2016,12/23/2015,,,,1/31/2016 0:00:00,,,,,RS,T,2016,0,25.53000069,0,260,0,24.84000015,,0,115,0,0
CR-Aerial Patrol NERC 1,CR-MI Oakland Newark,CR-MI Oakland Newark,133474,System Maintenence,OAKLAND J-GRANT,10244,115,005/046,Gra/Sub,Mission,MI,S,12/23/2015,1/31/2016,12/23/2015,,,,1/31/2016 0:00:00,,,,,RS,T,2016,0,25.53000069,0,260,0,24.84000015,,0,115,0,0
CR-Green Pease-LOC,CR-MI Oakland Newark,CR-MI Oakland Newark,133474,System Maintenence,MT. EDEN-DUMBARTON,10221,115,000/001,006/046,Mission,MI,S,12/23/2015,1/31/2016,12/23/2015,,,,1/31/2016 0:00:00,,,,,RS,T,2016,0,25.53000069,0,260,0,24.84000015,,0,115,0,0
CR-Midway Hub,CR-MI Oakland Newark,CR-MI Oakland Newark,133474,System Maintenence,DUMBARTON-NEWARK,10059,115,Dum/Sub,005/042,Mission,MI,S,12/23/2015,1/31/2016,12/23/2015,,,,1/31/2016 0:00:00,,,,,RS,T,2016,0,25.53000069,0,260,0,24.84000015,,0,115,0,0
San Bernard-Tejon,CR-MI Oakland Newark,CR-MI Oakland Newark,133474,System Maintenence,Eastshore-Dumbarton 115kv,10396,115,Eas/sub,Dum/sub,Mission,MI,S,12/23/2015,1/31/2016,12/23/2015,,,,1/31/2016 0:00:00,,,,,RS,T,2016,0,25.53000069,0,260,0,24.84000015,,0,115,0,0
CR-Aerial Patrol,CR-MI Pittsburg Eastshore,CR-MI Pittsburg Eastshore,135526,System Maintenence,TASSAJARA-NEWARK,20165,230,Tas/Sub,011/054,Mission,MI,S,4/11/2016,6/27/2016,4/11/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,83.77999878,0,320,0,85,,1,"115,230,NERC",0,0
CR-Aerial Patrol,CR-MI Pittsburg Eastshore,CR-MI Pittsburg Eastshore,135526,System Maintenence,TES 230Kv Tap,20022A,230,SaR/Sub,Rea/Sub,Mission,MI,S,4/11/2016,6/27/2016,4/11/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,83.77999878,0,320,0,85,,1,"115,230,NERC",0,0
CR-Chowchilla-Kerkoff,CR-MI Pittsburg Eastshore,CR-MI Pittsburg Eastshore,135526,System Maintenence,San Ramon Reseach Center Tap,20165A,230,SaR/sub,Rea/sub,Mission,MI,S,4/11/2016,6/27/2016,4/11/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,83.77999878,0,320,0,85,,1,"115,230,NERC",0,0
CR-Halsey Bear-NON-NERC,CR-MI Pittsburg Eastshore,CR-MI Pittsburg Eastshore,135526,System Maintenence,Pittsburg - San Mateo 230,20117,230,017/067,043/172,Mission,MI,S,4/11/2016,6/27/2016,4/11/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,83.77999878,0,320,0,85,,1,"115,230,NERC",0,0
CR-Halsey Bear-NON-NERC,CR-MI Pittsburg Eastshore,CR-MI Pittsburg Eastshore,135526,System Maintenence,PITTSBURG-SAN MATEO,20185,230,???,???,Mission,MI,S,4/11/2016,6/27/2016,4/11/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,83.77999878,0,320,0,85,,1,"115,230,NERC",0,0
CR-Halsey to Steep Hollow-NON-NERC,CR-MI Pittsburg Eastshore,CR-MI Pittsburg Eastshore,135526,System Maintenence,PITTSBURG-SAN RAMON,20121,230,017/068,SaR/sub,Mission,MI,S,4/11/2016,6/27/2016,4/11/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,83.77999878,0,320,0,85,,1,"115,230,NERC",0,0
CR-Los Banos-Panoche,CR-MI Pittsburg Eastshore,CR-MI Pittsburg Eastshore,135526,System Maintenence,SAN RAMON-MORAGA,20139,230,SaR/Sub,007/032,Mission,MI,S,4/11/2016,6/27/2016,4/11/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,83.77999878,0,320,0,85,,1,"115,230,NERC",0,0
CR-TJ Martin,CR-MI Pittsburg Eastshore,CR-MI Pittsburg Eastshore,135526,System Maintenence,Russell City Energy Center- Eastshore #2,20232,230,Eas/Sub,Rus/Sub,Mission,MI,S,4/11/2016,6/27/2016,4/11/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,83.77999878,0,320,0,85,,1,"115,230,NERC",0,0
CR-TJ Martin,CR-MI Pittsburg Eastshore,CR-MI Pittsburg Eastshore,135526,System Maintenence,Russell City Energy Center-Eastshore #1,20231,230,Eas/Sub,Rus/Sub,Mission,MI,S,4/11/2016,6/27/2016,4/11/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,83.77999878,0,320,0,85,,1,"115,230,NERC",0,0
Gardner Tap,CR-MI Pittsburg Eastshore,CR-MI Pittsburg Eastshore,135526,System Maintenence,EASTSHORE-SAN MATEO,20034,230,Eas/Sub,008/028,Mission,MI,S,4/11/2016,6/27/2016,4/11/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,83.77999878,0,320,0,85,,1,"115,230,NERC",0,0
GOLD HILL #1-LOC,CR-MI Pittsburg Eastshore,CR-MI Pittsburg Eastshore,135526,System Maintenence,Pittsburg-East Shore 230kv,20184,230,017/067,Eas/sub,Mission,MI,S,4/11/2016,6/27/2016,4/11/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,83.77999878,0,320,0,85,,1,"115,230,NERC",0,0
Semitropic-Midway #1,CR-MI Pittsburg Eastshore,CR-MI Pittsburg Eastshore,135526,System Maintenence,EASTSHORE-MT. EDEN,10064,115,MtE/Sub,Eas/Sub,Mission,MI,S,4/11/2016,6/27/2016,4/11/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,83.77999878,0,320,0,85,,1,"115,230,NERC",0,0
CR-Aerial Patrol NERC 1,CR-MI Pleasanton 60kv,CR-MI Pleasanton 60kv,134677,Local Maintenance,Newark-Livermore,60163,60,016/095,Liv/sub,Mission,MI,S,9/3/2016,11/30/2016,9/3/2016,,,,11/30/2016 0:00:00,,,,,RT,T,2016,0,28.57999992,0,45,0,53.02999878,,0,60,0,0
CR-Aerial Patrol NERC 1,CR-MI Pleasanton 60kv,CR-MI Pleasanton 60kv,134677,Local Maintenance,NEWARK-VALLECITOS,60164,60,008/148,Val/sub,Mission,MI,S,9/3/2016,11/30/2016,9/3/2016,,,,11/30/2016 0:00:00,,,,,RT,T,2016,0,28.57999992,0,45,0,53.02999878,,0,60,0,0
CR-Aerial Patrol Sierra-NERC,CR-MI Pleasanton 60kv,CR-MI Pleasanton 60kv,134677,Local Maintenance,Radum-Livermore 60kv,60391,60,Rad/sub,Liv/sub,Mission,MI,S,9/3/2016,11/30/2016,9/3/2016,,,,11/30/2016 0:00:00,,,,,RT,T,2016,0,28.57999992,0,45,0,53.02999878,,0,60,0,0
CR-Aerial Patrol Sierra-NERC,CR-MI Pleasanton 60kv,CR-MI Pleasanton 60kv,134677,Local Maintenance,Radum-Vallecitos 60kv,60392,60,008/148,Val/sub,Mission,MI,S,9/3/2016,11/30/2016,9/3/2016,,,,11/30/2016 0:00:00,,,,,RT,T,2016,0,28.57999992,0,45,0,53.02999878,,0,60,0,0
CR-Cortina Mendocino-NON-NERC,CR-MI Pleasanton 60kv,CR-MI Pleasanton 60kv,134677,Local Maintenance,Parks 60kv Tap,60195A,60,004/094,000/020,Mission,MI,S,9/3/2016,11/30/2016,9/3/2016,,,,11/30/2016 0:00:00,,,,,RT,T,2016,0,28.57999992,0,45,0,53.02999878,,0,60,0,0
CR-Lakeville-Tulucay (Napa),CR-MI Pleasanton 60kv,CR-MI Pleasanton 60kv,134677,Local Maintenance,Iuka 60kv Tap,60228A,60,000/001,Iuk/Sub,Mission,MI,S,9/3/2016,11/30/2016,9/3/2016,,,,11/30/2016 0:00:00,,,,,RT,T,2016,0,28.57999992,0,45,0,53.02999878,,0,60,0,0
CR-Los Banos-Panoche,CR-MI Pleasanton 60kv,CR-MI Pleasanton 60kv,134677,Local Maintenance,SAN RAMON-RADUM,60195,60,SaR/sub,Rad/sub,Mission,MI,S,9/3/2016,11/30/2016,9/3/2016,,,,11/30/2016 0:00:00,,,,,RT,T,2016,0,28.57999992,0,45,0,53.02999878,,0,60,0,0
CR-Midway Hub,CR-MI Pleasanton 60kv,CR-MI Pleasanton 60kv,134677,Local Maintenance,East Dublin (BART) Tap,60195b,60,003/085,EDB/Sub,Mission,MI,S,9/3/2016,11/30/2016,9/3/2016,,,,11/30/2016 0:00:00,,,,,RT,T,2016,0,28.57999992,0,45,0,53.02999878,,0,60,0,0
CR-Placer to Folsom-NON-NERC,CR-MI Pleasanton 60kv,CR-MI Pleasanton 60kv,134677,Local Maintenance,Radum-Vallecitos 60kv,60392,60,Rad/sub,006/131,Mission,MI,S,9/3/2016,11/30/2016,9/3/2016,,,,11/30/2016 0:00:00,,,,,RT,T,2016,0,28.57999992,0,45,0,53.02999878,,0,60,0,0
CR-Aerial Patrol,CR-MI Stanislaus Livermore,CR-MI Stanislaus Livermore,133742,System Maintenence,Stanislaus-Newark #2,10320,115,081/528,084/548,Mission,MI,S,8/18/2016,9/30/2016,8/18/2016,,,,9/30/2016 0:00:00,,,,,RS,T,2016,0,11.69999981,0,75,0,21.75,,0,115,0,0
CR-Geysers-Fulton,CR-MI Stanislaus Livermore,CR-MI Stanislaus Livermore,133742,System Maintenence,Lawrence Livermore Lab2 Tap,10334A,115,004/028,008/059,Mission,MI,S,8/18/2016,9/30/2016,8/18/2016,,,,9/30/2016 0:00:00,,,,,RS,T,2016,0,11.69999981,0,75,0,21.75,,0,115,0,0
CR-Aerial Patrol,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,TASSAJARA-NEWARK,20165,230,024/109,New/Sub,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
